Company,Record_ID,Snapshot_Month,Month_Name,Year,Quarter,Region,Country,Account_ID,Account_Name,Customer_Segment,Plan_Tier,Signup_Date,Account_Status,Seats_Licensed,MRR (Monthly Recurring Revenue),ARR (Annual Recurring Revenue),New_MRR (Monthly Recurring Revenue),Expansion_MRR (Monthly Recurring Revenue),Contraction_MRR (Monthly Recurring Revenue),Churned_MRR (Monthly Recurring Revenue),Net_MRR_Change (Monthly Recurring Revenue),CAC_USD (Customer Acquisition Cost),Marketing_Channel,Activation_Status,Days_to_Activation,Monthly_Logins,Feature_Adoption_Score,Support_Tickets,NPS_Score (Net Promoter Score),Churn_Reason
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800388,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00032,NorthGroup #0032,SMB,Growth,2024-11-01,Active,5,253.29,3039.48,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,21.5,99.1,2,57.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800411,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00034,SparkSystems #0034,Mid-Market,Professional,2025-08-01,Active,53,1363.96,16367.52,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,1.0,12.7,81.0,0,49.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800424,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00035,PeakAnalytics #0035,Enterprise,Enterprise,2025-06-01,Active,711,19226.22,230714.64,0.0,5567.92,0.0,0.0,5567.92,0.0,Referral,Activated,4.0,24.2,85.7,1,59.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800455,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00038,BlueDigital #0038,Enterprise,Enterprise,2024-09-01,Active,232,4729.35,56752.2,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Not Activated,,0.0,0.0,3,-14.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800486,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00042,CoreSolutions #0042,SMB,Growth,2025-05-01,Active,7,197.54,2370.48,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,17.2,72.0,2,32.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800495,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00043,BrightDigital #0043,SMB,Growth,2025-10-01,Active,8,426.07,5112.84,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,0.0,50.3,1,-8.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800512,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00045,RapidNetworks #0045,Enterprise,Enterprise,2026-02-01,Active,115,4980.19,59762.28,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,2.0,7.3,36.2,1,21.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800527,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00046,PrimeVentures #0046,SMB,Starter,2025-04-01,Active,1,82.36,988.32,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,19.3,57.9,0,42.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800542,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00047,BoldSystems #0047,SMB,Starter,2025-04-01,Active,4,91.06,1092.72,0.0,0.0,-27.82,0.0,-27.82,0.0,Organic Search,Activated,2.0,21.7,61.8,1,73.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800547,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00048,LineSolutions #0048,SMB,Starter,2026-02-01,Active,2,127.18,1526.16,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,3.0,14.1,54.3,1,14.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800561,2026-03,Mar-2026,2026,Q1,Europe,France,ACC00050,CrestStudio #0050,Mid-Market,Professional,2025-08-01,Active,33,674.41,8092.92,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,2.0,13.7,46.6,1,-10.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800578,2026-03,Mar-2026,2026,Q1,Europe,Germany,ACC00051,BlueStudio #0051,Mid-Market,Professional,2025-02-01,Active,53,2261.66,27139.92,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,15.3,58.6,1,2.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800592,2026-03,Mar-2026,2026,Q1,Europe,France,ACC00053,RapidDigital #0053,SMB,Starter,2025-11-01,Active,4,98.93,1187.16,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Not Activated,,3.1,34.9,5,3.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800605,2026-03,Mar-2026,2026,Q1,APAC,Singapore,ACC00054,CoreDigital #0054,Mid-Market,Growth,2025-06-01,Active,14,399.95,4799.4,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,2.0,19.0,58.8,3,52.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800621,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00055,TruePartners #0055,Mid-Market,Professional,2025-03-01,Active,62,3410.31,40923.72,0.0,708.02,0.0,0.0,708.02,0.0,Outbound Sales,Activated,1.0,10.6,50.2,4,-22.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800633,2026-03,Mar-2026,2026,Q1,Europe,UK,ACC00057,NovaLabs #0057,SMB,Growth,2025-11-01,Active,12,355.59,4267.08,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,2.0,18.9,46.4,1,14.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800640,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00058,BlueVentures #0058,SMB,Growth,2025-12-01,Active,7,405.92,4871.04,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,22.9,85.4,1,29.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800664,2026-03,Mar-2026,2026,Q1,Europe,France,ACC00059,SwiftVentures #0059,SMB,Growth,2024-07-01,Active,4,196.5,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,12.9,72.2,1,23.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800672,2026-03,Mar-2026,2026,Q1,APAC,Singapore,ACC00060,CrestWorks #0060,Mid-Market,Growth,2025-11-01,Active,9,372.9,4474.8,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,2.0,19.0,32.9,0,33.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800685,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00062,ClearSystems #0062,SMB,Starter,2025-09-01,Churned (This Month),1,0.0,0.0,0.0,0.0,0.0,-45.3,-45.3,0.0,Organic Search,Not Activated,,0.0,0.0,0,,Competitor Switch
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800695,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00063,GridIndustries #0063,Mid-Market,Professional,2025-06-01,Active,46,1665.45,19985.4,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,3.0,15.0,83.9,1,39.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800702,2026-03,Mar-2026,2026,Q1,Europe,Germany,ACC00064,SparkLabs #0064,Enterprise,Enterprise,2025-12-01,Active,343,12545.15,150541.8,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,4.0,23.5,37.1,2,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800720,2026-03,Mar-2026,2026,Q1,Europe,UK,ACC00065,CoreNetworks #0065,Mid-Market,Professional,2025-01-01,Active,35,1353.32,16239.84,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,3.0,16.7,28.8,3,16.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800750,2026-03,Mar-2026,2026,Q1,APAC,Australia,ACC00066,RapidGroup #0066,SMB,Starter,2024-01-01,Active,4,89.39,1072.68,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Not Activated,,3.9,35.0,4,18.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800757,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00067,PrimeVentures #0067,SMB,Growth,2025-12-01,Active,9,250.44,3005.28,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,3.0,24.9,66.8,1,39.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800772,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00069,SparkGroup #0069,SMB,Starter,2025-08-01,Active,1,77.19,926.28,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,1.0,21.1,80.1,0,4.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800780,2026-03,Mar-2026,2026,Q1,APAC,Australia,ACC00071,ClearIndustries #0071,SMB,Starter,2026-01-01,Active,2,126.56,1518.72,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,24.0,19.7,93.9,3,19.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800788,2026-03,Mar-2026,2026,Q1,Europe,Germany,ACC00072,NovaGlobal #0072,SMB,Growth,2025-11-01,Active,6,331.27,3975.24,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,15.0,8.6,55.3,1,6.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800807,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00073,VertexIndustries #0073,Mid-Market,Professional,2024-12-01,Active,52,2795.56,33546.72,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,4.0,15.7,54.4,1,26.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800817,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00074,PrimeVentures #0074,Enterprise,Enterprise,2025-09-01,Active,261,10674.48,128093.76,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,1.0,18.4,47.5,0,34.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800834,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00075,OrbitDigital #0075,SMB,Starter,2025-02-01,Active,3,165.76,1989.12,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,11.6,61.2,0,5.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800842,2026-03,Mar-2026,2026,Q1,Europe,UK,ACC00076,CoreWorks #0076,Enterprise,Professional,2025-11-01,Active,22,867.98,10415.76,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,3.0,15.8,79.6,2,35.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800855,2026-03,Mar-2026,2026,Q1,Europe,Germany,ACC00077,PeakGroup #0077,SMB,Starter,2025-06-01,Active,6,221.47,2657.64,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,23.8,59.3,0,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800868,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00078,BlueDigital #0078,SMB,Starter,2025-06-01,Active,2,65.78,789.36,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Not Activated,,1.2,11.1,1,-11.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800879,2026-03,Mar-2026,2026,Q1,Europe,France,ACC00079,LineTechnologies #0079,SMB,Growth,2025-08-01,Active,15,261.55,3138.6,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,1.0,15.0,92.6,0,49.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800905,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00082,SwiftVentures #0082,SMB,Growth,2025-09-01,Active,8,376.47,4517.64,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,12.3,24.2,1,15.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800924,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00084,PeakGroup #0084,SMB,Growth,2025-11-01,Active,14,210.29,2523.48,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,2.0,16.6,52.4,1,35.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800948,2026-03,Mar-2026,2026,Q1,APAC,India,ACC00085,BoldNetworks #0085,Enterprise,Professional,2024-07-01,Active,128,1688.3,20259.6,0.0,175.21,0.0,0.0,175.21,0.0,Paid Search/Ads,Activated,21.0,15.1,40.2,1,43.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800965,2026-03,Mar-2026,2026,Q1,APAC,India,ACC00086,PeakVentures #0086,SMB,Growth,2025-02-01,Active,35,877.69,10532.28,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,13.2,62.2,0,32.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800981,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00087,PrimeVentures #0087,Enterprise,Enterprise,2025-03-01,Active,159,4118.42,49421.04,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,17.5,54.5,2,37.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801005,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00089,PeakNetworks #0089,Mid-Market,Professional,2025-01-01,Active,58,1798.01,21576.12,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,14.0,57.8,2,39.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801025,2026-03,Mar-2026,2026,Q1,APAC,India,ACC00091,CrestWorks #0091,Enterprise,Professional,2025-04-01,Active,35,1279.5,15354.0,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,3.0,18.3,71.6,0,16.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801049,2026-03,Mar-2026,2026,Q1,APAC,India,ACC00092,GridDigital #0092,SMB,Starter,2024-07-01,Active,6,149.46,1793.52,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,1.0,12.2,43.9,1,41.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801061,2026-03,Mar-2026,2026,Q1,Europe,France,ACC00093,RapidDigital #0093,SMB,Starter,2025-07-01,Active,4,60.16,721.92,0.0,0.0,-7.26,0.0,-7.26,0.0,Referral,Activated,9.0,33.4,46.2,1,51.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801080,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00094,SwiftGlobal #0094,SMB,Growth,2024-12-01,Active,6,253.45,3041.4,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,2.0,12.3,63.1,1,4.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801085,2026-03,Mar-2026,2026,Q1,APAC,Australia,ACC00095,LineVentures #0095,Enterprise,Enterprise,2026-02-01,Active,89,3005.83,36069.96,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,15.0,36.7,2,64.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801112,2026-03,Mar-2026,2026,Q1,APAC,Australia,ACC00098,OrbitTechnologies #0098,Mid-Market,Professional,2025-07-01,Active,22,775.65,9307.8,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,22.6,93.6,2,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801130,2026-03,Mar-2026,2026,Q1,Europe,Germany,ACC00099,OrbitAnalytics #0099,Enterprise,Enterprise,2025-01-01,Active,566,12329.01,147948.12,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,5.4,83.0,0,20.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801144,2026-03,Mar-2026,2026,Q1,APAC,Australia,ACC00100,ClearSystems #0100,Mid-Market,Growth,2025-05-01,Active,13,581.56,6978.72,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,2.0,15.4,79.2,1,13.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801151,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00101,CoreStudio #0101,Mid-Market,Professional,2025-12-01,Active,23,928.94,11147.28,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,11.3,43.9,2,31.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801173,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00102,GridGlobal #0102,SMB,Growth,2024-09-01,Active,21,486.31,5835.72,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,17.3,60.3,1,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801187,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00103,ClearWorks #0103,SMB,Starter,2025-05-01,Churned (This Month),1,0.0,0.0,0.0,0.0,0.0,-49.03,-49.03,0.0,Organic Search,Activated,1.0,0.0,0.0,0,,Missing Features
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801188,2026-03,Mar-2026,2026,Q1,APAC,Singapore,ACC00104,SwiftWorks #0104,SMB,Starter,2026-03-01,Active,2,103.03,1236.36,103.03,0.0,0.0,0.0,103.03,128.94,Referral,Activated,4.0,23.0,52.1,0,48.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801197,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00105,OrbitSolutions #0105,SMB,Starter,2025-10-01,Active,4,129.13,1549.56,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,8.8,22.4,1,7.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801218,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00106,SparkGlobal #0106,Enterprise,Enterprise,2024-10-01,Active,663,14331.59,171979.08,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,20.0,4.7,83.9,1,-4.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801237,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00108,CrestIndustries #0108,Mid-Market,Growth,2025-10-01,Active,7,338.68,4064.16,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,4.0,20.9,64.4,1,61.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801244,2026-03,Mar-2026,2026,Q1,Europe,France,ACC00109,ClearVentures #0109,Mid-Market,Growth,2025-12-01,Active,13,507.02,6084.24,0.0,118.47,0.0,0.0,118.47,0.0,Paid Search/Ads,Activated,3.0,15.3,85.3,2,24.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801256,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00111,RapidGroup #0111,Mid-Market,Growth,2025-11-01,Active,6,367.8,4413.6,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,0.0,36.2,2,-47.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801271,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00113,CoreSolutions #0113,SMB,Starter,2025-12-01,Active,5,147.67,1772.04,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,1.0,18.1,74.0,1,33.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801280,2026-03,Mar-2026,2026,Q1,APAC,Singapore,ACC00114,OrbitSolutions #0114,Enterprise,Enterprise,2025-10-01,Active,147,6969.24,83630.88,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,15.0,25.1,33.5,4,-2.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801290,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00115,SwiftSystems #0115,SMB,Starter,2025-09-01,Active,1,107.52,1290.24,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,17.3,85.8,4,68.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801305,2026-03,Mar-2026,2026,Q1,APAC,Singapore,ACC00116,CoreSystems #0116,Mid-Market,Growth,2025-04-01,Active,18,540.01,6480.12,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,1.0,25.1,67.4,1,77.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801321,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00118,OrbitDynamics #0118,Mid-Market,Growth,2025-06-01,Active,18,413.47,4961.64,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,4.0,17.6,79.7,0,36.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801339,2026-03,Mar-2026,2026,Q1,Europe,UK,ACC00119,WaveLabs #0119,SMB,Growth,2025-01-01,Active,22,497.01,5964.12,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,0.0,35.2,1,-10.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801343,2026-03,Mar-2026,2026,Q1,APAC,India,ACC00120,WaveIndustries #0120,SMB,Starter,2026-03-01,Active,8,134.89,1618.68,134.89,0.0,0.0,0.0,134.89,233.1,Organic Search,Activated,3.0,12.5,71.0,1,18.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801362,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00122,RapidVentures #0122,Mid-Market,Growth,2025-09-01,Active,3,190.39,2284.68,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,4.0,27.6,82.3,2,24.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801367,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00123,NovaDigital #0123,SMB,Growth,2026-02-01,Active,12,452.13,5425.56,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,0.5,24.1,2,15.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801378,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00124,CoreAnalytics #0124,SMB,Growth,2025-08-01,Active,13,303.23,3638.76,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,0.0,26.7,4,13.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801389,2026-03,Mar-2026,2026,Q1,APAC,Australia,ACC00125,GridGroup #0125,SMB,Starter,2025-08-01,Active,6,156.26,1875.12,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,10.0,23.2,6,0.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801393,2026-03,Mar-2026,2026,Q1,APAC,India,ACC00126,SwiftLabs #0126,SMB,Starter,2026-03-01,Active,2,81.21,974.52,81.21,0.0,0.0,0.0,81.21,686.99,Partner/Reseller,Not Activated,,0.0,15.4,0,-35.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801406,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00127,BoldIndustries #0127,Mid-Market,Professional,2025-06-01,Active,34,936.51,11238.12,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,3.0,29.7,82.1,3,33.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801417,2026-03,Mar-2026,2026,Q1,APAC,India,ACC00128,SilverTechnologies #0128,SMB,Starter,2025-08-01,Active,3,110.1,1321.2,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,19.0,23.6,74.1,1,46.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801440,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00129,SwiftPartners #0129,Mid-Market,Growth,2024-08-01,Active,4,198.72,2384.64,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,14.0,24.6,67.3,0,60.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801452,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00130,SilverTechnologies #0130,Mid-Market,Professional,2025-07-01,Active,74,1805.73,21668.76,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,16.4,11.3,0,-24.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801472,2026-03,Mar-2026,2026,Q1,LATAM,Mexico,ACC00133,SparkAnalytics #0133,Enterprise,Enterprise,2025-08-01,Active,356,14630.74,175568.88,0.0,2416.17,0.0,0.0,2416.17,0.0,Organic Search,Activated,3.0,17.2,37.8,1,15.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801479,2026-03,Mar-2026,2026,Q1,Europe,France,ACC00134,TrueDynamics #0134,SMB,Starter,2025-12-01,Active,5,99.08,1188.96,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,13.0,12.8,48.8,0,40.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801493,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00136,BrightTechnologies #0136,SMB,Growth,2025-11-01,Active,27,589.89,7078.68,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,1.0,9.1,42.1,2,74.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801505,2026-03,Mar-2026,2026,Q1,APAC,Singapore,ACC00137,GridSolutions #0137,Enterprise,Enterprise,2025-07-01,Active,230,6113.65,73363.8,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,3.0,17.4,60.2,0,75.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801518,2026-03,Mar-2026,2026,Q1,Europe,UK,ACC00139,CrestWorks #0139,SMB,Growth,2025-10-01,Active,8,211.58,2538.96,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,16.9,54.0,1,40.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801542,2026-03,Mar-2026,2026,Q1,North America,Canada,ACC00143,PeakAnalytics #0143,Enterprise,Professional,2025-06-01,Active,39,1239.24,14870.88,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,1.0,19.7,44.2,1,47.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801565,2026-03,Mar-2026,2026,Q1,APAC,Australia,ACC00145,ClearDynamics #0145,SMB,Growth,2024-12-01,Active,6,222.54,2670.48,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,2.0,22.4,48.8,1,55.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801574,2026-03,Mar-2026,2026,Q1,North America,USA,ACC00147,TrueIndustries #0147,SMB,Starter,2026-01-01,Active,1,52.96,635.52,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,3.0,20.4,90.5,2,46.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801584,2026-03,Mar-2026,2026,Q1,LATAM,Brazil,ACC00148,PeakPartners #0148,Enterprise,Professional,2025-09-01,Active,10,626.24,7514.88,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,16.4,66.0,3,46.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801594,2026-03,Mar-2026,2026,Q1,Europe,Germany,ACC00149,BoldIndustries #0149,Mid-Market,Growth,2025-09-01,Active,23,615.09,7381.08,0.0,123.03,0.0,0.0,123.03,0.0,Organic Search,Activated,19.0,23.9,55.4,2,55.0,
